id,title,titleKr,artist,tj,ky,series_id,type
9f2a9415-8f8b-4323-996e-ff46858aa27a,trust you,,이토 유나(伊藤由奈),28150ⓗ,42945,,INSERT
72a613de-e3a6-410e-b07d-1c00928185dc,Unlimited Sky,,Tommy Heavenly6,27863ⓗ,43796ⓗ,,INSERT
f9f1d82e-7b2d-44b9-a045-0d6625619e79,クオリア,,UVERworld,27566,43285,,INSERT
475dca30-6a27-49a6-ba8c-d0f358bb0d53,水の証,,"타나카,                         리에(田中理恵)",28357ⓗ,40582ⓕ,,INSERT
d1f511de-23d1-4416-a25c-22ff33ec3502,静かな夜に,,"타나카,                         리에(田中理恵)",26190,40599,,INSERT
83b229ee-dd37-4a40-b38c-5887f84ff411,あんなに一緒だったのに,,See-Saw,25437,41484,,INSERT
34a88374-c348-4cb8-aba1-1cfbc810aa4d,INVOKE,,T.M.Revolution,25432,41514,,INSERT
a9495e1c-75c8-4642-9f1a-016dfba390eb,FIND THE WAY,,나카시마 미카(中島美嘉),25593,41619,,INSERT
b259a8af-11b3-4aac-b1d4-6bf7fa79cd1f,Realize,,타마키 나미(玉置成実),25581,41622,,INSERT
4b51019c-5aeb-4690-b640-0c00bd5eeeec,RIVER,,이시이 타츠야(石井竜也),25529,41812,,INSERT
fde7e700-c24c-4c72-9e77-7e4a1305d997,暁の車,,Fiction JunctionYUUKA,25823,41821ⓕ,,INSERT
20eb1c48-126d-4827-986b-e78c624a7801,Believe,,타마키 나미(玉置成実),25536,41837,,INSERT
16e6329c-da81-4468-a6ad-e569ba3d56a0,Meteor-ミーティア-,,T.M.Revolution,26113,41840,,INSERT
5703363c-078f-435c-be51-fc39cd8a45b3,moment,,Vivian or Kazuma,25492,41841,,INSERT
739e0385-6441-42f6-81c9-b52725ee3395,vestige -ヴェスティージ-,,T.M.Revolution,26026,40550ⓕ,,INSERT
e9ab78c5-b7ae-4384-9431-7053068fcd53,ignited-イグナイテッド,,T.M.Revolution,25887,41826,,INSERT
062ce707-728b-4a55-82a6-ef9f330b4d8a,Reason,,타마키 나미(玉置成実),25998,41845,,INSERT
5a661be1-99a6-4e1a-afe2-9e4c13df0895,PRIDE,,HIGH and MIGHTY COLOR,25946,41899,,INSERT
f03e607a-6765-4c18-a63f-70cb043360fd,Life Goes On,,아리카사 미카(有坂美香),25945,41904ⓕ,,INSERT
ae242409-7a12-4353-843f-21e01abde9e2,僕たちの行方,,타카하시 히토미(高橋瞳),28471ⓗ,41933,,INSERT
51afda7a-c71a-4f21-a9e2-052ddbd3f081,Fields of hope,,"타나카,                         리에(田中理恵)",28634ⓗ,42787ⓗ,,INSERT
af9d8b15-af9a-4355-b554-b027f92a0484,I Wanna Go To A Place,,Rie fu,28073ⓗ,41946,,INSERT
aa2e4a21-e127-44d5-b669-cb66898efe29,Wings of Words,,CHEMISTRY,26635,41983,,INSERT
42408f82-e2f1-4dfd-aee4-65b5f05b76ef,君は僕に似ている,,See-Saw,26103,41987ⓕ,,INSERT
4424fcb9-2a3a-402f-9f12-1966c2ed5238,EMOTION,,"타나카,                         리에(田中理恵)",26419,42383ⓕ,,INSERT
5427269f-0847-4f6a-b2f7-78980a915f26,焔の扉,,FictionJunctionYUUKA,26176,42429,,INSERT
a0e282e4-1b21-4251-a22d-c7a4d69108af,深海の孤独,,쿠와시마 호우코(桑島法子),26357,XXX,,INSERT
d64ca254-c29d-464f-8f23-f028aa5f425b,zips,,T.M.Revolution,26726,XXX,,INSERT
a9a4a179-ea53-4e82-9ff2-fb05cdc31800,FREEDOM,,니시카와 타카노리 With.t.komuro)(西川 貴教),68963,XXX,,INSERT
f57a16cb-c4c1-41cc-b4e5-fb677db3330a,去り際のロマンティクス,,See-Saw,68995,XXX,,INSERT
2a8b8880-9a95-4dc8-9560-6a9c97100499,RE:I AM,,Aimer,28110ⓗ,43929,,INSERT
17955266-befb-498e-8852-1c87d34543b8,StarRingChild,,Aimer,27811,43995,,INSERT
bfcb85e5-de95-42b6-887c-c5333e827749,アニメじゃない-夢を忘れた古い地球人よ,,아라이 마사히토(新井正人),26358,XXX,,INSERT
6f9990d1-5a6e-42bf-9318-56a4f43ac05b,STAND UP TO THE VICTORY,,카와조에 토모히사(川添智久),25525,XXX,,INSERT
2bbd1434-317d-44e0-ac08-d794d2769dd8,水の星へ愛をこめて,,모리구치 히로코(森口博子),26418,41104,,INSERT
6e81fe86-0339-41c0-9e8f-95a0907b605e,Metamorphoze ~メタモルフォーゼ~,,GACKT,26398,41954,,INSERT
971e12a1-448f-4260-9cd9-f86c6c14a70b,Love Letter,,GACKT,28436ⓗ,40372,,INSERT
7d2874eb-d327-48df-b626-e5fdf902133a,YOU GET TO BURNING,,마츠자와 유미(松澤由実),25554,XXX,,INSERT
ea27b4e0-5682-4062-814d-9ede52d31b7e,Be My Angel,,에노모토 아츠코(榎本温子),25445,41604,,INSERT
e0d4d152-47d6-40ab-a9e3-dee1419780b9,항상 마지막처럼,,양정화,15219,81736,,INSERT
fd794ec8-641b-405b-bfc1-16d1859c6b1f,キヅアト,,센치밀리멘탈(センチミリメンタル),68349,44633,,INSERT
c28b7766-fda1-40f3-8804-34a8b907fb69,冬のはなし,,기븐(ギヴン),68136,44611,,INSERT
830811ad-6cef-4674-adc1-e49f69016d0e,僕らだけの主題歌,,센치밀리멘탈(センチミリメンタル),68317,44594,,INSERT
b10f7f2d-4190-40c6-ba65-11ae2ab07ea6,夜が明ける,,기븐(ギヴン),68348,44623,,INSERT
f5b9cff7-16ce-4d31-bef4-56812065cd71,スーパーウルトラ I love you,,센치밀리멘탈(センチミリメンタル),68964,75899,,INSERT
53ca9dd8-8fe7-442d-b014-4aa33d3dddd1,Let Me Hear,,"Fear, and Loathing in Las Vegas",28082ⓗ,43879,,INSERT
b8c38a65-d0e1-41ba-8d4b-a6ba6ef41a6d,IT'S THE RIGHT TIME,,미우라 다이치(三浦大知),28616ⓗ,XXX,,INSERT
34393e3c-78fd-4fb6-afc5-744859e20a9a,United Force,,쿠리바야시 미나미(栗林みな実),26533,XXX,,INSERT
c5d508c2-6ad5-43fb-a7b0-8da80e580e10,太陽曰く燃えよカオス,,뒤로부터 기어오는 대 G(後ろから這いより隊G),28409ⓗ,43502,,INSERT
c6bbbbc1-8c6b-46bf-973b-e4dce303229f,恋は渾沌の隷也,,뒤로부터 기어오는 대 G(後ろから這いより隊G),28316ⓗ,43609,,INSERT
06a2259b-d3bc-4a2b-9573-e929ec01853c,Count down,,Little Voice,25718,XXX,,INSERT
d92ba383-4474-4f94-9cfc-e5683db9fee4,W-infinity,,"미에노 히토미&카게야마 히로노부(三重野瞳, 影山ヒロノブ)",25732,XXX,,INSERT
3cfcbe2b-1865-4d31-b8bd-b6ae6ac5a9bb,はっぴぃ にゅう にゃあ,,"이토,                         카나에&이구치 유카&타케타츠 아야나(伊かな恵&井口裕香&竹達彩奈)",28238ⓗ,43326,,INSERT
493d22b1-3a88-4070-b53b-0f8c8d25ae74,My Dearest,,supercell,27650,43433,,INSERT
49543153-7053-4b1e-8e7a-619262040b74,Departures ~あなたにおくるアイの歌~,,EGOIST,28040ⓗ,43441,,INSERT
deaf5211-e256-4f84-a0aa-76c592ed65a0,The Everlasting Guilty Crown,,EGOIST,27290,43471,,INSERT
bbf4743e-509c-4b83-b087-9b1667b45204,告白,,supercell,28294ⓗ,43472,,INSERT
4daeeafb-ae33-4123-a553-88e74c05b7dc,エウテルペ,,EGOIST,28178ⓗ,43936,,INSERT
0df13e40-e512-4e84-bdf4-6a02e2ab21f8,Planetes,,EGOIST,27824,44858,,INSERT
8fb8187a-3fc4-441b-9ed5-bc7c8ac479f4,おジャ魔女カーニバル！！,,MAHO도우(MAHO堂),25756,43417,,INSERT
b0a66576-96ec-45e7-8e01-6b348338e251,사랑의 구조신호,,토리(Tori),15842,69875,,INSERT
6de77ac2-f120-45ba-b68e-49ca612c7673,꼬마버스 타요,,안정아,29008,59654,,INSERT
69628164-9b4d-448c-9e88-36f61f9df836,부릉부릉 부르릉,,안정아,96168,59655,,INSERT
8b6f30fa-ca24-4eae-a430-887b7d768201,暗黒天国,,ALI PROJECT,26539,42448,,INSERT
1adb5029-01b7-4415-92de-61e5ac9c6323,꼬마 자동차 붕붕,,만화영화주제가,5391,2743,,INSERT
e21b07bb-2673-4022-88e8-caf75de3eac9,ハナノイロ,,nano.RIPE,28239ⓗ,43375,,INSERT
c3ead4cb-beaf-4183-b1ef-529cfa1027b3,꽃천사루루,,신동희,5629,XXX,,INSERT
a7f6f61d-8f93-4da0-8f0b-16428a74014c,꾸러기 수비대,,만화영화주제가,5620,62258,,INSERT
b9939e43-142c-4d84-8a2d-61ff9f97f148,#夢は短し恋せよ乙女,,스즈모토 아키호(涼本あきほ),68894,75835,,INSERT
ca05148b-8862-4ca1-914a-8058d5dca23f,夢にエール！パティシエール♪,,고죠 마유미(五條真由美),68414,44671,,INSERT
760dd5fe-71bb-4fd3-a82c-28e71dd711ff,내 꿈은 파티시엘,,아이유,84739,XXX,,INSERT
